,Time,weather,temparature,pm25,time_slotid,time_id,time_date
49,2016-01-01 08:10:09,8,2.0,175,2016-01-01-50,50,2016-01-01
50,2016-01-01 08:20:06,8,2.0,175,2016-01-01-51,51,2016-01-01
51,2016-01-01 08:30:06,8,3.0,175,2016-01-01-52,52,2016-01-01
52,2016-01-01 08:40:02,8,3.0,178,2016-01-01-53,53,2016-01-01
53,2016-01-01 08:50:06,8,3.0,178,2016-01-01-54,54,2016-01-01
54,2016-01-01 09:00:07,8,3.0,178,2016-01-01-55,55,2016-01-01
55,2016-01-01 09:10:03,8,3.0,178,2016-01-01-56,56,2016-01-01
56,2016-01-01 09:20:30,8,3.0,178,2016-01-01-57,57,2016-01-01
57,2016-01-01 09:30:27,8,3.0,178,2016-01-01-58,58,2016-01-01
58,2016-01-01 09:40:03,2,4.0,186,2016-01-01-59,59,2016-01-01
59,2016-01-01 09:50:32,2,4.0,186,2016-01-01-60,60,2016-01-01
60,2016-01-01 10:00:28,2,4.0,186,2016-01-01-61,61,2016-01-01
61,2016-01-01 10:10:29,2,5.0,186,2016-01-01-62,62,2016-01-01
62,2016-01-01 10:20:25,2,5.0,186,2016-01-01-63,63,2016-01-01
63,2016-01-01 10:30:24,2,5.0,186,2016-01-01-64,64,2016-01-01
64,2016-01-01 10:40:03,2,5.0,205,2016-01-01-65,65,2016-01-01
65,2016-01-01 10:50:03,2,5.0,205,2016-01-01-66,66,2016-01-01
66,2016-01-01 11:00:07,2,6.0,205,2016-01-01-67,67,2016-01-01
67,2016-01-01 11:10:21,2,6.0,205,2016-01-01-68,68,2016-01-01
68,2016-01-01 11:20:20,2,7.0,205,2016-01-01-69,69,2016-01-01
69,2016-01-01 11:30:24,2,7.0,205,2016-01-01-70,70,2016-01-01
70,2016-01-01 11:40:30,2,7.0,205,2016-01-01-71,71,2016-01-01
71,2016-01-01 11:50:11,2,7.0,229,2016-01-01-72,72,2016-01-01
72,2016-01-01 12:00:15,2,8.0,229,2016-01-01-73,73,2016-01-01
73,2016-01-01 12:10:10,2,8.0,229,2016-01-01-74,74,2016-01-01
74,2016-01-01 12:20:19,2,8.0,229,2016-01-01-75,75,2016-01-01
75,2016-01-01 12:30:28,2,9.0,229,2016-01-01-76,76,2016-01-01
76,2016-01-01 12:40:24,2,9.0,232,2016-01-01-77,77,2016-01-01
77,2016-01-01 12:50:11,2,9.0,232,2016-01-01-78,78,2016-01-01
78,2016-01-01 13:00:27,2,10.0,232,2016-01-01-79,79,2016-01-01
79,2016-01-01 13:10:31,2,10.0,232,2016-01-01-80,80,2016-01-01
80,2016-01-01 13:20:22,2,10.0,232,2016-01-01-81,81,2016-01-01
81,2016-01-01 13:30:07,2,10.0,232,2016-01-01-82,82,2016-01-01
82,2016-01-01 13:40:19,2,11.0,214,2016-01-01-83,83,2016-01-01
83,2016-01-01 13:50:28,2,11.0,214,2016-01-01-84,84,2016-01-01
84,2016-01-01 14:00:14,2,11.0,214,2016-01-01-85,85,2016-01-01
85,2016-01-01 14:10:28,2,11.0,214,2016-01-01-86,86,2016-01-01
86,2016-01-01 14:20:20,2,11.0,214,2016-01-01-87,87,2016-01-01
87,2016-01-01 14:30:19,2,12.0,214,2016-01-01-88,88,2016-01-01
88,2016-01-01 14:40:30,2,12.0,189,2016-01-01-89,89,2016-01-01
89,2016-01-01 14:50:16,2,12.0,189,2016-01-01-90,90,2016-01-01
90,2016-01-01 15:00:22,2,12.0,189,2016-01-01-91,91,2016-01-01
91,2016-01-01 15:10:28,9,12.0,189,2016-01-01-92,92,2016-01-01
92,2016-01-01 15:20:27,2,12.0,189,2016-01-01-93,93,2016-01-01
93,2016-01-01 15:30:01,2,12.0,189,2016-01-01-94,94,2016-01-01
94,2016-01-01 15:40:18,2,12.0,168,2016-01-01-95,95,2016-01-01
95,2016-01-01 15:50:20,2,13.0,168,2016-01-01-96,96,2016-01-01
96,2016-01-01 16:00:30,2,12.0,168,2016-01-01-97,97,2016-01-01
97,2016-01-01 16:10:07,2,12.0,168,2016-01-01-98,98,2016-01-01
98,2016-01-01 16:20:31,2,12.0,168,2016-01-01-99,99,2016-01-01
99,2016-01-01 16:30:10,2,12.0,168,2016-01-01-100,100,2016-01-01
100,2016-01-01 16:45:13,2,12.0,168,2016-01-01-101,101,2016-01-01
101,2016-01-01 16:55:10,2,11.0,154,2016-01-01-102,102,2016-01-01
102,2016-01-01 17:05:06,2,11.0,154,2016-01-01-103,103,2016-01-01
103,2016-01-01 17:10:04,2,11.0,154,2016-01-01-104,104,2016-01-01
104,2016-01-01 17:20:19,2,10.0,154,2016-01-01-105,105,2016-01-01
105,2016-01-01 17:30:40,2,10.0,154,2016-01-01-106,106,2016-01-01
106,2016-01-01 17:40:09,2,10.0,146,2016-01-01-107,107,2016-01-01
107,2016-01-01 17:50:27,2,10.0,146,2016-01-01-108,108,2016-01-01
108,2016-01-01 18:00:28,2,10.0,146,2016-01-01-109,109,2016-01-01
109,2016-01-01 18:10:27,2,10.0,146,2016-01-01-110,110,2016-01-01
110,2016-01-01 18:20:13,2,10.0,146,2016-01-01-111,111,2016-01-01
111,2016-01-01 18:30:12,2,9.0,146,2016-01-01-112,112,2016-01-01
112,2016-01-01 18:40:16,2,9.0,153,2016-01-01-113,113,2016-01-01
113,2016-01-01 18:50:05,2,9.0,153,2016-01-01-114,114,2016-01-01
114,2016-01-01 19:00:37,2,9.0,153,2016-01-01-115,115,2016-01-01
115,2016-01-01 19:10:15,2,9.0,153,2016-01-01-116,116,2016-01-01
116,2016-01-01 19:20:25,2,9.0,153,2016-01-01-117,117,2016-01-01
117,2016-01-01 19:30:24,2,9.0,153,2016-01-01-118,118,2016-01-01
118,2016-01-01 19:40:03,2,9.0,141,2016-01-01-119,119,2016-01-01
119,2016-01-01 19:50:13,2,8.0,141,2016-01-01-120,120,2016-01-01
120,2016-01-01 20:00:25,2,9.0,141,2016-01-01-121,121,2016-01-01
121,2016-01-01 20:20:20,2,8.0,141,2016-01-01-123,123,2016-01-01
122,2016-01-01 20:40:16,2,8.0,141,2016-01-01-125,125,2016-01-01
123,2016-01-01 20:50:05,2,8.0,133,2016-01-01-126,126,2016-01-01
124,2016-01-01 21:00:12,2,8.0,133,2016-01-01-127,127,2016-01-01
125,2016-01-01 21:10:23,3,8.0,133,2016-01-01-128,128,2016-01-01
126,2016-01-01 21:20:33,2,8.0,133,2016-01-01-129,129,2016-01-01
127,2016-01-01 21:30:09,2,8.0,133,2016-01-01-130,130,2016-01-01
128,2016-01-01 21:40:08,2,8.0,128,2016-01-01-131,131,2016-01-01
129,2016-01-01 21:50:44,2,8.0,128,2016-01-01-132,132,2016-01-01
130,2016-01-01 22:00:10,2,8.0,128,2016-01-01-133,133,2016-01-01
131,2016-01-01 22:10:23,2,8.0,128,2016-01-01-134,134,2016-01-01
132,2016-01-01 22:20:23,2,8.0,128,2016-01-01-135,135,2016-01-01
133,2016-01-01 22:30:14,2,8.0,128,2016-01-01-136,136,2016-01-01
134,2016-01-01 22:40:22,2,8.0,126,2016-01-01-137,137,2016-01-01
135,2016-01-01 22:50:04,2,8.0,126,2016-01-01-138,138,2016-01-01
136,2016-01-01 23:00:28,2,8.0,126,2016-01-01-139,139,2016-01-01
137,2016-01-01 23:10:18,2,8.0,126,2016-01-01-140,140,2016-01-01
138,2016-01-01 23:20:27,2,8.0,126,2016-01-01-141,141,2016-01-01
139,2016-01-01 23:30:24,2,8.0,126,2016-01-01-142,142,2016-01-01
140,2016-01-01 23:40:20,2,8.0,131,2016-01-01-143,143,2016-01-01
141,2016-01-01 23:50:16,2,8.0,131,2016-01-01-144,144,2016-01-01
142,2016-01-02 00:00:35,2,8.0,131,2016-01-02-1,1,2016-01-02
143,2016-01-02 00:10:12,2,8.0,131,2016-01-02-2,2,2016-01-02
144,2016-01-02 00:20:01,2,8.0,131,2016-01-02-3,3,2016-01-02
145,2016-01-02 00:30:28,2,8.0,131,2016-01-02-4,4,2016-01-02
146,2016-01-02 00:40:23,2,8.0,140,2016-01-02-5,5,2016-01-02
147,2016-01-02 00:50:19,2,8.0,140,2016-01-02-6,6,2016-01-02
148,2016-01-02 01:00:15,2,8.0,140,2016-01-02-7,7,2016-01-02
149,2016-01-02 01:10:14,2,8.0,140,2016-01-02-8,8,2016-01-02
150,2016-01-02 01:20:10,2,8.0,140,2016-01-02-9,9,2016-01-02
151,2016-01-02 01:30:08,2,8.0,140,2016-01-02-10,10,2016-01-02
152,2016-01-02 01:40:05,2,8.0,163,2016-01-02-11,11,2016-01-02
153,2016-01-02 01:50:31,2,8.0,163,2016-01-02-12,12,2016-01-02
154,2016-01-02 02:00:32,2,8.0,163,2016-01-02-13,13,2016-01-02
155,2016-01-02 02:10:16,2,8.0,163,2016-01-02-14,14,2016-01-02
156,2016-01-02 02:20:13,2,8.0,163,2016-01-02-15,15,2016-01-02
157,2016-01-02 02:30:08,2,8.0,163,2016-01-02-16,16,2016-01-02
158,2016-01-02 02:40:04,2,8.0,173,2016-01-02-17,17,2016-01-02
159,2016-01-02 02:50:29,2,8.0,173,2016-01-02-18,18,2016-01-02
160,2016-01-02 03:00:25,2,8.0,173,2016-01-02-19,19,2016-01-02
161,2016-01-02 03:10:24,2,8.0,173,2016-01-02-20,20,2016-01-02
162,2016-01-02 03:20:23,2,8.0,173,2016-01-02-21,21,2016-01-02
163,2016-01-02 03:30:22,2,8.0,173,2016-01-02-22,22,2016-01-02
164,2016-01-02 03:40:17,2,8.0,179,2016-01-02-23,23,2016-01-02
165,2016-01-02 03:50:13,2,8.0,179,2016-01-02-24,24,2016-01-02
166,2016-01-02 04:00:08,2,8.0,179,2016-01-02-25,25,2016-01-02
167,2016-01-02 04:10:03,2,8.0,179,2016-01-02-26,26,2016-01-02
168,2016-01-02 04:20:02,2,8.0,179,2016-01-02-27,27,2016-01-02
169,2016-01-02 04:30:28,2,8.0,179,2016-01-02-28,28,2016-01-02
170,2016-01-02 04:40:23,2,8.0,179,2016-01-02-29,29,2016-01-02
171,2016-01-02 04:50:19,2,8.0,179,2016-01-02-30,30,2016-01-02
172,2016-01-02 05:00:20,2,8.0,179,2016-01-02-31,31,2016-01-02
173,2016-01-02 05:10:18,2,8.0,179,2016-01-02-32,32,2016-01-02
174,2016-01-02 05:20:14,2,8.0,179,2016-01-02-33,33,2016-01-02
175,2016-01-02 05:30:09,2,7.0,179,2016-01-02-34,34,2016-01-02
176,2016-01-02 05:40:05,2,7.0,179,2016-01-02-35,35,2016-01-02
177,2016-01-02 05:50:04,2,7.0,174,2016-01-02-36,36,2016-01-02
178,2016-01-02 06:00:03,2,7.0,174,2016-01-02-37,37,2016-01-02
179,2016-01-02 06:10:29,2,7.0,174,2016-01-02-38,38,2016-01-02
180,2016-01-02 06:20:30,2,7.0,174,2016-01-02-39,39,2016-01-02
181,2016-01-02 06:30:25,2,7.0,174,2016-01-02-40,40,2016-01-02
182,2016-01-02 06:40:24,2,7.0,170,2016-01-02-41,41,2016-01-02
183,2016-01-02 06:50:20,2,7.0,170,2016-01-02-42,42,2016-01-02
184,2016-01-02 07:00:16,2,7.0,170,2016-01-02-43,43,2016-01-02
185,2016-01-02 07:10:12,2,7.0,170,2016-01-02-44,44,2016-01-02
186,2016-01-02 07:20:08,2,7.0,170,2016-01-02-45,45,2016-01-02
187,2016-01-02 07:30:07,2,7.0,170,2016-01-02-46,46,2016-01-02
188,2016-01-02 07:40:03,2,7.0,166,2016-01-02-47,47,2016-01-02
189,2016-01-02 07:50:29,2,6.0,166,2016-01-02-48,48,2016-01-02
190,2016-01-02 08:00:25,2,7.0,166,2016-01-02-49,49,2016-01-02
191,2016-01-02 08:10:03,2,7.0,166,2016-01-02-50,50,2016-01-02
192,2016-01-02 08:20:30,2,7.0,166,2016-01-02-51,51,2016-01-02
193,2016-01-02 08:30:36,2,7.0,166,2016-01-02-52,52,2016-01-02
194,2016-01-02 08:40:10,2,7.0,160,2016-01-02-53,53,2016-01-02
195,2016-01-02 08:50:06,2,8.0,160,2016-01-02-54,54,2016-01-02
196,2016-01-02 09:00:12,2,8.0,160,2016-01-02-55,55,2016-01-02
197,2016-01-02 09:10:32,2,8.0,160,2016-01-02-56,56,2016-01-02
198,2016-01-02 09:20:29,2,8.0,160,2016-01-02-57,57,2016-01-02
199,2016-01-02 09:30:25,2,9.0,160,2016-01-02-58,58,2016-01-02
200,2016-01-02 09:40:09,2,9.0,160,2016-01-02-59,59,2016-01-02
201,2016-01-02 09:50:06,2,9.0,160,2016-01-02-60,60,2016-01-02
202,2016-01-02 10:00:08,3,9.0,160,2016-01-02-61,61,2016-01-02
203,2016-01-02 10:10:30,3,10.0,160,2016-01-02-62,62,2016-01-02
204,2016-01-02 10:20:31,3,10.0,160,2016-01-02-63,63,2016-01-02
205,2016-01-02 10:30:30,3,11.0,160,2016-01-02-64,64,2016-01-02
206,2016-01-02 10:40:21,3,12.0,161,2016-01-02-65,65,2016-01-02
207,2016-01-02 10:50:17,3,12.0,161,2016-01-02-66,66,2016-01-02
208,2016-01-02 11:00:25,3,12.0,161,2016-01-02-67,67,2016-01-02
209,2016-01-02 11:10:29,3,12.0,161,2016-01-02-68,68,2016-01-02
210,2016-01-02 11:20:14,3,13.0,161,2016-01-02-69,69,2016-01-02
211,2016-01-02 11:30:30,3,13.0,161,2016-01-02-70,70,2016-01-02
212,2016-01-02 11:40:07,3,14.0,167,2016-01-02-71,71,2016-01-02
213,2016-01-02 11:50:08,3,14.0,167,2016-01-02-72,72,2016-01-02
214,2016-01-02 12:00:23,3,15.0,167,2016-01-02-73,73,2016-01-02
215,2016-01-02 12:10:22,9,15.0,167,2016-01-02-74,74,2016-01-02
216,2016-01-02 12:20:25,2,15.0,167,2016-01-02-75,75,2016-01-02
217,2016-01-02 12:30:03,2,15.0,167,2016-01-02-76,76,2016-01-02
218,2016-01-02 12:40:18,2,15.0,156,2016-01-02-77,77,2016-01-02
219,2016-01-02 12:50:34,2,15.0,156,2016-01-02-78,78,2016-01-02
220,2016-01-02 13:00:11,2,15.0,156,2016-01-02-79,79,2016-01-02
221,2016-01-02 13:10:13,2,15.0,156,2016-01-02-80,80,2016-01-02
222,2016-01-02 13:20:07,2,15.0,156,2016-01-02-81,81,2016-01-02
223,2016-01-02 13:30:08,2,15.0,156,2016-01-02-82,82,2016-01-02
224,2016-01-02 13:40:15,2,15.0,142,2016-01-02-83,83,2016-01-02
225,2016-01-02 13:50:18,2,16.0,142,2016-01-02-84,84,2016-01-02
226,2016-01-02 14:00:24,2,16.0,142,2016-01-02-85,85,2016-01-02
227,2016-01-02 14:10:10,2,16.0,142,2016-01-02-86,86,2016-01-02
228,2016-01-02 14:20:07,2,16.0,142,2016-01-02-87,87,2016-01-02
229,2016-01-02 14:30:28,2,16.0,142,2016-01-02-88,88,2016-01-02
230,2016-01-02 14:40:30,2,16.0,142,2016-01-02-89,89,2016-01-02
231,2016-01-02 14:50:04,2,16.0,114,2016-01-02-90,90,2016-01-02
232,2016-01-02 15:00:19,2,16.0,114,2016-01-02-91,91,2016-01-02
233,2016-01-02 15:10:24,9,16.0,114,2016-01-02-92,92,2016-01-02
234,2016-01-02 15:20:15,2,17.0,114,2016-01-02-93,93,2016-01-02
235,2016-01-02 15:30:20,2,17.0,114,2016-01-02-94,94,2016-01-02
236,2016-01-02 15:40:34,2,17.0,103,2016-01-02-95,95,2016-01-02
237,2016-01-02 15:50:04,2,18.0,103,2016-01-02-96,96,2016-01-02
238,2016-01-02 16:00:29,2,17.0,103,2016-01-02-97,97,2016-01-02
239,2016-01-02 16:10:04,2,17.0,103,2016-01-02-98,98,2016-01-02
240,2016-01-02 16:20:31,2,17.0,103,2016-01-02-99,99,2016-01-02
241,2016-01-02 16:30:22,2,17.0,103,2016-01-02-100,100,2016-01-02
242,2016-01-02 16:40:07,2,17.0,91,2016-01-02-101,101,2016-01-02
243,2016-01-02 16:50:26,2,16.0,91,2016-01-02-102,102,2016-01-02
244,2016-01-02 17:00:18,2,16.0,91,2016-01-02-103,103,2016-01-02
245,2016-01-02 17:10:27,2,15.0,91,2016-01-02-104,104,2016-01-02
246,2016-01-02 17:20:02,2,15.0,91,2016-01-02-105,105,2016-01-02
247,2016-01-02 17:30:20,2,14.0,91,2016-01-02-106,106,2016-01-02
248,2016-01-02 17:40:35,2,14.0,85,2016-01-02-107,107,2016-01-02
249,2016-01-02 17:50:13,2,14.0,85,2016-01-02-108,108,2016-01-02
250,2016-01-02 18:00:05,2,14.0,85,2016-01-02-109,109,2016-01-02
251,2016-01-02 18:10:18,9,14.0,85,2016-01-02-110,110,2016-01-02
252,2016-01-02 18:20:30,2,14.0,85,2016-01-02-111,111,2016-01-02
253,2016-01-02 18:30:38,2,13.0,85,2016-01-02-112,112,2016-01-02
254,2016-01-02 18:40:24,2,14.0,86,2016-01-02-113,113,2016-01-02
255,2016-01-02 18:50:19,2,13.0,86,2016-01-02-114,114,2016-01-02
256,2016-01-02 19:00:31,2,13.0,86,2016-01-02-115,115,2016-01-02
257,2016-01-02 19:10:42,2,13.0,86,2016-01-02-116,116,2016-01-02
258,2016-01-02 19:20:26,2,13.0,86,2016-01-02-117,117,2016-01-02
259,2016-01-02 19:30:32,2,13.0,86,2016-01-02-118,118,2016-01-02
260,2016-01-02 19:40:34,2,13.0,100,2016-01-02-119,119,2016-01-02
261,2016-01-02 19:50:12,2,12.0,100,2016-01-02-120,120,2016-01-02
262,2016-01-02 20:00:23,2,13.0,100,2016-01-02-121,121,2016-01-02
263,2016-01-02 20:10:37,2,13.0,100,2016-01-02-122,122,2016-01-02
264,2016-01-02 20:20:39,2,12.0,100,2016-01-02-123,123,2016-01-02
265,2016-01-02 20:30:20,2,12.0,100,2016-01-02-124,124,2016-01-02
266,2016-01-02 20:40:20,2,12.0,118,2016-01-02-125,125,2016-01-02
267,2016-01-02 20:50:45,2,11.0,118,2016-01-02-126,126,2016-01-02
268,2016-01-02 21:00:12,2,12.0,118,2016-01-02-127,127,2016-01-02
269,2016-01-02 21:10:22,3,11.0,118,2016-01-02-128,128,2016-01-02
270,2016-01-02 21:20:30,2,11.0,118,2016-01-02-129,129,2016-01-02
271,2016-01-02 21:30:18,2,11.0,118,2016-01-02-130,130,2016-01-02
272,2016-01-02 21:40:07,2,11.0,131,2016-01-02-131,131,2016-01-02
273,2016-01-02 21:50:04,2,11.0,131,2016-01-02-132,132,2016-01-02
274,2016-01-02 22:00:26,4,11.0,131,2016-01-02-133,133,2016-01-02
275,2016-01-02 22:10:22,4,11.0,131,2016-01-02-134,134,2016-01-02
276,2016-01-02 22:20:29,4,11.0,131,2016-01-02-135,135,2016-01-02
277,2016-01-02 22:30:21,4,11.0,131,2016-01-02-136,136,2016-01-02
278,2016-01-02 22:40:01,4,11.0,146,2016-01-02-137,137,2016-01-02
279,2016-01-02 22:50:08,4,10.0,146,2016-01-02-138,138,2016-01-02
280,2016-01-02 23:00:14,4,10.0,146,2016-01-02-139,139,2016-01-02
281,2016-01-02 23:10:30,4,10.0,146,2016-01-02-140,140,2016-01-02
282,2016-01-02 23:20:30,4,11.0,146,2016-01-02-141,141,2016-01-02
283,2016-01-02 23:30:25,4,10.0,146,2016-01-02-142,142,2016-01-02
284,2016-01-02 23:40:23,4,10.0,151,2016-01-02-143,143,2016-01-02
285,2016-01-02 23:50:22,4,10.0,151,2016-01-02-144,144,2016-01-02
286,2016-01-03 00:00:23,4,10.0,151,2016-01-03-1,1,2016-01-03
287,2016-01-03 00:10:26,4,10.0,151,2016-01-03-2,2,2016-01-03
288,2016-01-03 00:20:25,4,10.0,151,2016-01-03-3,3,2016-01-03
289,2016-01-03 00:30:21,4,10.0,151,2016-01-03-4,4,2016-01-03
290,2016-01-03 00:40:20,4,10.0,147,2016-01-03-5,5,2016-01-03
291,2016-01-03 00:50:17,4,10.0,147,2016-01-03-6,6,2016-01-03
292,2016-01-03 01:00:20,4,10.0,147,2016-01-03-7,7,2016-01-03
293,2016-01-03 01:10:19,4,10.0,147,2016-01-03-8,8,2016-01-03
294,2016-01-03 01:20:15,4,10.0,147,2016-01-03-9,9,2016-01-03
295,2016-01-03 01:30:11,4,10.0,147,2016-01-03-10,10,2016-01-03
296,2016-01-03 01:40:07,4,10.0,161,2016-01-03-11,11,2016-01-03
297,2016-01-03 01:50:05,4,10.0,161,2016-01-03-12,12,2016-01-03
298,2016-01-03 02:00:03,4,10.0,161,2016-01-03-13,13,2016-01-03
299,2016-01-03 02:10:22,4,10.0,161,2016-01-03-14,14,2016-01-03
300,2016-01-03 02:20:20,4,10.0,161,2016-01-03-15,15,2016-01-03
301,2016-01-03 02:30:19,4,10.0,161,2016-01-03-16,16,2016-01-03
302,2016-01-03 02:40:18,4,10.0,155,2016-01-03-17,17,2016-01-03
303,2016-01-03 02:50:17,4,10.0,155,2016-01-03-18,18,2016-01-03
304,2016-01-03 03:00:13,4,10.0,155,2016-01-03-19,19,2016-01-03
305,2016-01-03 03:10:09,4,10.0,155,2016-01-03-20,20,2016-01-03
306,2016-01-03 03:20:08,4,10.0,155,2016-01-03-21,21,2016-01-03
307,2016-01-03 03:30:03,4,10.0,155,2016-01-03-22,22,2016-01-03
308,2016-01-03 03:40:02,4,10.0,155,2016-01-03-23,23,2016-01-03
309,2016-01-03 03:50:28,4,10.0,155,2016-01-03-24,24,2016-01-03
310,2016-01-03 04:00:23,4,10.0,155,2016-01-03-25,25,2016-01-03
311,2016-01-03 04:10:19,4,10.0,155,2016-01-03-26,26,2016-01-03
312,2016-01-03 04:20:18,4,10.0,155,2016-01-03-27,27,2016-01-03
313,2016-01-03 04:30:14,4,10.0,155,2016-01-03-28,28,2016-01-03
314,2016-01-03 04:40:09,4,10.0,155,2016-01-03-29,29,2016-01-03
315,2016-01-03 04:50:05,4,10.0,148,2016-01-03-30,30,2016-01-03
316,2016-01-03 05:00:01,4,10.0,148,2016-01-03-31,31,2016-01-03
317,2016-01-03 05:10:31,4,10.0,148,2016-01-03-32,32,2016-01-03
318,2016-01-03 05:20:05,4,10.0,148,2016-01-03-33,33,2016-01-03
319,2016-01-03 05:30:02,4,10.0,148,2016-01-03-34,34,2016-01-03
320,2016-01-03 05:40:30,4,10.0,145,2016-01-03-35,35,2016-01-03
321,2016-01-03 05:50:26,4,9.0,145,2016-01-03-36,36,2016-01-03
322,2016-01-03 06:00:22,4,9.0,145,2016-01-03-37,37,2016-01-03
323,2016-01-03 06:10:20,4,9.0,145,2016-01-03-38,38,2016-01-03
324,2016-01-03 06:20:10,4,9.0,145,2016-01-03-39,39,2016-01-03
325,2016-01-03 06:30:05,4,9.0,145,2016-01-03-40,40,2016-01-03
326,2016-01-03 06:40:30,4,9.0,145,2016-01-03-41,41,2016-01-03
327,2016-01-03 06:50:26,4,9.0,142,2016-01-03-42,42,2016-01-03
328,2016-01-03 07:00:22,2,9.0,142,2016-01-03-43,43,2016-01-03
329,2016-01-03 07:10:18,2,9.0,142,2016-01-03-44,44,2016-01-03
330,2016-01-03 07:20:15,2,9.0,142,2016-01-03-45,45,2016-01-03
331,2016-01-03 07:30:10,2,9.0,142,2016-01-03-46,46,2016-01-03
332,2016-01-03 07:40:06,2,9.0,142,2016-01-03-47,47,2016-01-03
333,2016-01-03 07:50:04,2,9.0,139,2016-01-03-48,48,2016-01-03
334,2016-01-03 08:00:36,2,9.0,139,2016-01-03-49,49,2016-01-03
335,2016-01-03 08:10:13,2,9.0,139,2016-01-03-50,50,2016-01-03
336,2016-01-03 08:20:09,2,9.0,139,2016-01-03-51,51,2016-01-03
337,2016-01-03 08:30:05,2,9.0,139,2016-01-03-52,52,2016-01-03
338,2016-01-03 08:40:09,2,9.0,140,2016-01-03-53,53,2016-01-03
339,2016-01-03 08:50:04,2,10.0,140,2016-01-03-54,54,2016-01-03
